Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-61.38,66.65,CAPE DYER,2400650,1996-01-04,1996,1,4,,-24.2,,-25.2,,-24.7,,42.7,,0.0,,,M,,M,,M,,,31.0,,46,
-61.38,66.65,CAPE DYER,2400650,1996-01-05,1996,1,5,,-22.1,,-24.4,,-23.3,,41.3,,0.0,,,M,,M,,M,,,31.0,,44,
-61.38,66.65,CAPE DYER,2400650,1996-01-06,1996,1,6,,-22.7,,-24.7,,-23.7,,41.7,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-01-07,1996,1,7,,-23.8,,-25.8,,-24.8,,42.8,,0.0,,,M,,M,,M,,,35.0,,54,
-61.38,66.65,CAPE DYER,2400650,1996-01-08,1996,1,8,,-22.7,,-26.9,,-24.8,,42.8,,0.0,,,M,,M,,M,,,34.0,,61,
-61.38,66.65,CAPE DYER,2400650,1996-01-09,1996,1,9,,-20.1,,-25.1,,-22.6,,40.6,,0.0,,,M,,M,,M,,,34.0,,63,
-61.38,66.65,CAPE DYER,2400650,1996-01-10,1996,1,10,,-20.2,,-25.6,,-22.9,,40.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-01-11,1996,1,11,,-25.2,,-27.5,,-26.4,,44.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-01-12,1996,1,12,,-27.1,,-29.5,,-28.3,,46.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-01-13,1996,1,13,,-22.1,,-29.3,,-25.7,,43.7,,0.0,,,M,,M,,M,,,35.0,,69,
-61.38,66.65,CAPE DYER,2400650,1996-01-14,1996,1,14,,-15.0,,-22.7,,-18.9,,36.9,,0.0,,,M,,M,,M,,,35.0,,93,
-61.38,66.65,CAPE DYER,2400650,1996-01-15,1996,1,15,,-14.9,,-31.2,,-23.1,,41.1,,0.0,,,M,,M,,M,,,35.0,E,96,E
-61.38,66.65,CAPE DYER,2400650,1996-01-16,1996,1,16,,-31.2,,-35.2,,-33.2,,51.2,,0.0,,,M,,M,,M,,,20.0,,65,
-61.38,66.65,CAPE DYER,2400650,1996-01-17,1996,1,17,,-33.0,,-34.4,,-33.7,,51.7,,0.0,,,M,,M,,M,,,33.0,,32,
-61.38,66.65,CAPE DYER,2400650,1996-01-18,1996,1,18,,-33.8,,-34.5,,-34.2,,52.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-01-19,1996,1,19,,-30.0,,-34.6,,-32.3,,50.3,,0.0,,,M,,M,,M,,,20.0,,52,
-61.38,66.65,CAPE DYER,2400650,1996-01-20,1996,1,20,,-21.2,,-29.9,,-25.6,,43.6,,0.0,,,M,,M,,M,,,36.0,,91,
-61.38,66.65,CAPE DYER,2400650,1996-01-21,1996,1,21,,-21.4,,-24.1,,-22.8,,40.8,,0.0,,,M,,M,,M,,,18.0,,65,
-61.38,66.65,CAPE DYER,2400650,1996-01-22,1996,1,22,,-22.1,,-24.8,,-23.5,,41.5,,0.0,,,M,,M,,M,,,20.0,,50,
-61.38,66.65,CAPE DYER,2400650,1996-01-23,1996,1,23,,-14.1,,-24.3,,-19.2,,37.2,,0.0,,,M,,M,,M,,,17.0,,67,
-61.38,66.65,CAPE DYER,2400650,1996-01-24,1996,1,24,,-14.4,,-32.2,,-23.3,,41.3,,0.0,,,M,,M,,M,,,20.0,,78,
-61.38,66.65,CAPE DYER,2400650,1996-01-25,1996,1,25,,-17.7,,-31.9,,-24.8,,42.8,,0.0,,,M,,M,,M,,,5.0,,82,
-61.38,66.65,CAPE DYER,2400650,1996-01-27,1996,1,27,,-30.9,,-34.6,,-32.8,,50.8,,0.0,,,M,,M,,M,,,20.0,,57,
-61.38,66.65,CAPE DYER,2400650,1996-01-28,1996,1,28,,-19.6,,-32.5,,-26.1,,44.1,,0.0,,,M,,M,,M,,,1.0,,76,
-61.38,66.65,CAPE DYER,2400650,1996-01-29,1996,1,29,,-16.2,,-21.0,,-18.6,,36.6,,0.0,,,M,,M,,M,,,17.0,,46,
-61.38,66.65,CAPE DYER,2400650,1996-01-30,1996,1,30,,-21.0,,-27.3,,-24.2,,42.2,,0.0,,,M,,M,,M,,,36.0,E,59,E
-61.38,66.65,CAPE DYER,2400650,1996-01-31,1996,1,31,,-20.1,,-27.3,,-23.7,,41.7,,0.0,,,M,,M,,M,,,35.0,E,104,E
-61.38,66.65,CAPE DYER,2400650,1996-02-01,1996,2,1,,-17.9,,-21.7,,-19.8,,37.8,,0.0,,,M,,M,,M,,,35.0,E,113,E
-61.38,66.65,CAPE DYER,2400650,1996-02-02,1996,2,2,,-16.1,,-22.0,,-19.1,,37.1,,0.0,,,M,,M,,M,,,35.0,,152,
-61.38,66.65,CAPE DYER,2400650,1996-02-03,1996,2,3,,-21.9,,-26.0,,-24.0,,42.0,,0.0,,,M,,M,,M,,,5.0,,70,
-61.38,66.65,CAPE DYER,2400650,1996-02-04,1996,2,4,,-23.4,,-29.1,,-26.3,,44.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-05,1996,2,5,,-27.0,,-31.1,,-29.1,,47.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-06,1996,2,6,,-27.7,,-29.8,,-28.8,,46.8,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-07,1996,2,7,,-28.8,,-30.2,,-29.5,,47.5,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-08,1996,2,8,,-28.2,,-30.7,,-29.5,,47.5,,0.0,,,M,,M,,M,,,5.0,,39,
-61.38,66.65,CAPE DYER,2400650,1996-02-09,1996,2,9,,-27.3,,-30.0,,-28.7,,46.7,,0.0,,,M,,M,,M,,,4.0,,37,
-61.38,66.65,CAPE DYER,2400650,1996-02-10,1996,2,10,,-27.1,,-30.4,,-28.8,,46.8,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-11,1996,2,11,,-24.7,,-28.8,E,-26.8,E,44.8,E,0.0,E,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-02-12,1996,2,12,,-18.6,,-27.8,,-23.2,,41.2,,0.0,,,M,,M,,M,,,3.0,E,70,E
-61.38,66.65,CAPE DYER,2400650,1996-02-13,1996,2,13,,-15.0,,-21.3,,-18.2,,36.2,,0.0,,,M,,M,,M,,,3.0,,89,
-61.38,66.65,CAPE DYER,2400650,1996-02-14,1996,2,14,,-14.6,,-17.2,,-15.9,,33.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-15,1996,2,15,,-13.9,,-19.2,,-16.6,,34.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-16,1996,2,16,,-14.5,,-18.7,,-16.6,,34.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-17,1996,2,17,,-12.9,,-20.2,,-16.6,,34.6,,0.0,,,M,,M,,M,,,18.0,,35,
-61.38,66.65,CAPE DYER,2400650,1996-02-18,1996,2,18,,-5.2,,-18.8,,-12.0,,30.0,,0.0,,,M,,M,,M,,,2.0,,148,
-61.38,66.65,CAPE DYER,2400650,1996-02-19,1996,2,19,,-6.7,,-27.1,,-16.9,,34.9,,0.0,,,M,,M,,M,,,2.0,,130,
-61.38,66.65,CAPE DYER,2400650,1996-02-20,1996,2,20,,-16.1,,-28.1,,-22.1,,40.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-21,1996,2,21,,-15.9,,-20.2,,-18.1,,36.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-22,1996,2,22,,-19.0,,-20.8,,-19.9,,37.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-23,1996,2,23,,-8.8,,-20.4,,-14.6,,32.6,,0.0,,,M,,M,,M,,,5.0,E,46,E
-61.38,66.65,CAPE DYER,2400650,1996-02-24,1996,2,24,,0.5,,-13.5,,-6.5,,24.5,,0.0,,,M,,M,,M,,,19.0,,41,
-61.38,66.65,CAPE DYER,2400650,1996-02-25,1996,2,25,,-13.4,,-23.1,,-18.3,,36.3,,0.0,,,M,,M,,M,,,18.0,E,37,E
-61.38,66.65,CAPE DYER,2400650,1996-02-26,1996,2,26,,-22.1,,-28.4,,-25.3,,43.3,,0.0,,,M,,M,,M,,,18.0,E,72,E
-61.38,66.65,CAPE DYER,2400650,1996-02-27,1996,2,27,,-26.7,,-29.4,,-28.1,,46.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-02-28,1996,2,28,,-18.8,,-29.4,,-24.1,,42.1,,0.0,,,M,,M,,M,,,18.0,,106,
-61.38,66.65,CAPE DYER,2400650,1996-02-29,1996,2,29,,-17.7,,-26.2,,-22.0,,40.0,,0.0,,,M,,M,,M,,,21.0,E,65,E
-61.38,66.65,CAPE DYER,2400650,1996-03-01,1996,3,1,,-14.4,,-22.4,,-18.4,,36.4,,0.0,,,M,,M,,M,,,35.0,,82,
-61.38,66.65,CAPE DYER,2400650,1996-03-02,1996,3,2,,-21.0,,-23.9,,-22.5,,40.5,,0.0,,,M,,M,,M,,,3.0,E,70,E
-61.38,66.65,CAPE DYER,2400650,1996-03-03,1996,3,3,,-16.6,,-22.3,,-19.5,,37.5,,0.0,,,M,,M,,M,,,3.0,,56,
-61.38,66.65,CAPE DYER,2400650,1996-03-04,1996,3,4,,-18.5,,-24.0,,-21.3,,39.3,,0.0,,,M,,M,,M,,,19.0,,100,
-61.38,66.65,CAPE DYER,2400650,1996-03-05,1996,3,5,,-19.6,,-23.7,,-21.7,,39.7,,0.0,,,M,,M,,M,,,16.0,,146,
-61.38,66.65,CAPE DYER,2400650,1996-03-06,1996,3,6,,-21.0,,-25.1,,-23.1,,41.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-07,1996,3,7,,-25.1,,-29.1,,-27.1,,45.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-08,1996,3,8,,-27.1,,-29.8,,-28.5,,46.5,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-09,1996,3,9,,-27.1,,-28.7,,-27.9,,45.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-10,1996,3,10,,-26.8,,-28.9,E,-27.9,E,45.9,E,0.0,E,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-11,1996,3,11,,-23.6,,-32.3,,-28.0,,46.0,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-12,1996,3,12,,-29.9,,-34.0,,-32.0,,50.0,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-13,1996,3,13,,-28.3,,-32.3,,-30.3,,48.3,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-14,1996,3,14,,-27.3,,-32.3,,-29.8,,47.8,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-15,1996,3,15,,-21.3,,-31.0,,-26.2,,44.2,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-16,1996,3,16,,-17.9,,-26.1,,-22.0,,40.0,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-17,1996,3,17,,-13.0,,-19.2,,-16.1,,34.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-18,1996,3,18,,-6.2,,-16.3,,-11.3,,29.3,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-19,1996,3,19,,-5.1,,-13.0,,-9.1,,27.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-20,1996,3,20,,-11.4,,-25.1,,-18.3,,36.3,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-21,1996,3,21,,-23.0,,-31.5,,-27.3,,45.3,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-22,1996,3,22,,-27.2,,-32.1,,-29.7,,47.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-24,1996,3,24,,-23.1,,-33.8,,-28.5,,46.5,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-25,1996,3,25,,-20.6,,-29.9,,-25.3,,43.3,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-27,1996,3,27,,-11.7,,-15.6,,-13.7,,31.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-28,1996,3,28,,-14.2,,-27.4,,-20.8,,38.8,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-29,1996,3,29,,-17.2,,-28.1,,-22.7,,40.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-30,1996,3,30,,-16.6,,-22.9,,-19.8,,37.8,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-03-31,1996,3,31,,-19.2,,-26.9,,-23.1,,41.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-01,1996,4,1,,-23.9,,-27.3,,-25.6,,43.6,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-02,1996,4,2,,-19.2,,-27.2,,-23.2,,41.2,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-03,1996,4,3,,-11.3,,-20.4,,-15.9,,33.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-04,1996,4,4,,1.2,,-12.4,,-5.6,,23.6,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-05,1996,4,5,,1.7,,-12.1,E,-5.2,E,23.2,E,0.0,E,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-06,1996,4,6,,-10.1,,-17.0,,-13.6,,31.6,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-07,1996,4,7,,-14.6,,-19.6,,-17.1,,35.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-11,1996,4,11,,-5.6,,-12.4,,-9.0,,27.0,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-12,1996,4,12,,-1.1,,-8.9,E,-5.0,E,23.0,E,0.0,E,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-13,1996,4,13,,-8.5,E,-12.6,E,-10.6,E,28.6,E,0.0,E,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-15,1996,4,15,,-8.4,,-12.7,,-10.6,,28.6,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-16,1996,4,16,,-6.6,,-11.7,,-9.2,,27.2,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-17,1996,4,17,,-8.6,,-12.8,,-10.7,,28.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-18,1996,4,18,,-5.7,,-10.3,,-8.0,,26.0,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-19,1996,4,19,,-5.4,,-15.0,,-10.2,,28.2,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-20,1996,4,20,,-12.8,,-16.9,,-14.9,,32.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-21,1996,4,21,,-10.9,,-14.8,,-12.9,,30.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-22,1996,4,22,,-8.1,,-13.4,,-10.8,,28.8,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-23,1996,4,23,,-6.6,,-8.4,,-7.5,,25.5,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-24,1996,4,24,,-5.3,,-7.2,,-6.3,,24.3,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-25,1996,4,25,,-4.4,,-6.9,,-5.7,,23.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-26,1996,4,26,,-2.9,,-9.9,,-6.4,,24.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-27,1996,4,27,,-5.0,,-10.4,,-7.7,,25.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-28,1996,4,28,,-1.4,,-7.3,,-4.4,,22.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-04-29,1996,4,29,,-5.9,,-9.4,,-7.7,,25.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-01,1996,5,1,,-11.9,,-16.1,,-14.0,,32.0,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-02,1996,5,2,,-13.1,,-16.3,,-14.7,,32.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-03,1996,5,3,,-3.7,,-13.3,,-8.5,,26.5,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-04,1996,5,4,,-8.7,,-13.7,,-11.2,,29.2,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-05,1996,5,5,,-9.2,,-13.6,,-11.4,,29.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-06,1996,5,6,,-8.7,,-14.0,,-11.4,,29.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-07,1996,5,7,,-7.4,,-12.1,,-9.8,,27.8,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-08,1996,5,8,,-7.6,,-12.6,,-10.1,,28.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-10,1996,5,10,,-7.9,,-13.2,,-10.6,,28.6,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-11,1996,5,11,,-5.5,,-15.0,,-10.3,,28.3,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-12,1996,5,12,,-9.5,,-13.0,,-11.3,,29.3,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-13,1996,5,13,,0.1,,-10.8,,-5.4,,23.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-14,1996,5,14,,0.1,,-3.5,,-1.7,,19.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-15,1996,5,15,,-3.4,,-7.6,,-5.5,,23.5,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-16,1996,5,16,,-3.7,,-7.9,,-5.8,,23.8,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-21,1996,5,21,,-3.7,,-6.8,,-5.3,,23.3,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-22,1996,5,22,,-4.9,,-6.8,,-5.9,,23.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-23,1996,5,23,,-3.7,,-5.9,,-4.8,,22.8,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-24,1996,5,24,,-0.2,,-6.5,,-3.4,,21.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-25,1996,5,25,,-3.2,,-8.1,,-5.7,,23.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-26,1996,5,26,,-7.6,,-10.7,,-9.2,,27.2,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-27,1996,5,27,,-4.7,,-10.8,,-7.8,,25.8,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-28,1996,5,28,,-0.8,,-4.9,,-2.9,,20.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-29,1996,5,29,,0.2,,-5.3,,-2.6,,20.6,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-30,1996,5,30,,-3.5,,-5.2,,-4.4,,22.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-05-31,1996,5,31,,-1.7,,-7.6,,-4.7,,22.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-01,1996,6,1,,-4.9,,-10.5,,-7.7,,25.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-02,1996,6,2,,-3.9,,-10.3,,-7.1,,25.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-03,1996,6,3,,-4.0,,-11.0,,-7.5,,25.5,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-04,1996,6,4,,-2.7,,-11.2,,-7.0,,25.0,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-05,1996,6,5,,-0.3,,-5.2,,-2.8,,20.8,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-06,1996,6,6,,0.3,,-5.7,,-2.7,,20.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-07,1996,6,7,,-1.3,,-4.5,,-2.9,,20.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-08,1996,6,8,,2.0,,-4.2,,-1.1,,19.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-09,1996,6,9,,3.3,,-0.2,,1.6,,16.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-10,1996,6,10,,4.9,,1.6,,3.3,,14.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-11,1996,6,11,,4.0,E,-0.9,E,1.6,E,16.4,E,0.0,E,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-14,1996,6,14,,-0.3,,-3.6,,-2.0,,20.0,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-15,1996,6,15,,1.6,,-2.4,,-0.4,,18.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-16,1996,6,16,,-1.2,,-4.6,,-2.9,,20.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,1996-06-17,1996,6,17,,-4.6,,-7.5,,-6.1,,24.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-06-18,1996,6,18,,-3.3,,-6.9,,-5.1,,23.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-06-19,1996,6,19,,-2.2,,-5.5,,-3.9,,21.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-06-20,1996,6,20,,3.4,,-4.3,,-0.5,,18.5,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-06-21,1996,6,21,,3.1,,-3.9,,-0.4,,18.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-06-22,1996,6,22,,0.9,,-4.7,,-1.9,,19.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-06-23,1996,6,23,,4.9,,-0.3,,2.3,,15.7,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-06-24,1996,6,24,,3.8,,1.1,,2.5,,15.5,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-06-25,1996,6,25,,5.0,,1.2,,3.1,,14.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-06-26,1996,6,26,,8.8,,-3.1,,2.9,,15.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-06-27,1996,6,27,,-2.3,,-4.8,,-3.6,,21.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-06-28,1996,6,28,,0.4,,-4.3,,-2.0,,20.0,,0.0,,,M,,M,,M,,,3.0,E,63,E
-61.38,66.65,CAPE DYER,2400650,1996-06-29,1996,6,29,,5.0,,0.0,,2.5,,15.5,,0.0,,,M,,M,,M,,,3.0,E,72,E
-61.38,66.65,CAPE DYER,2400650,1996-06-30,1996,6,30,,4.6,,1.0,,2.8,,15.2,,0.0,,,M,,M,,M,,,4.0,E,48,E
-61.38,66.65,CAPE DYER,2400650,1996-07-01,1996,7,1,,6.0,,3.9,,5.0,,13.0,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-07-02,1996,7,2,,7.9,,2.4,,5.2,,12.8,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-07-03,1996,7,3,,8.4,,2.4,,5.4,,12.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,1996-07-04,1996,7,4,,9.0,,-1.5,,3.8,,14.2,,0.0,,,M,,M,,M,,,,,<31,
