Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-61.38,66.65,CAPE DYER,2400650,2023-01-01,2023,1,1,,-27.4,,-30.8,,-29.1,,47.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-02,2023,1,2,,-27.3,,-30.3,,-28.8,,46.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-03,2023,1,3,,-18.4,,-29.1,,-23.8,,41.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-04,2023,1,4,,-16.9,,-22.2,,-19.5,,37.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-05,2023,1,5,,-17.3,,-21.5,,-19.4,,37.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-06,2023,1,6,,-16.1,,-21.2,,-18.6,,36.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-07,2023,1,7,,-19.0,,-23.3,,-21.1,,39.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-08,2023,1,8,,-17.4,,-23.4,,-20.4,,38.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-09,2023,1,9,,-19.8,,-26.9,,-23.4,,41.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-10,2023,1,10,,-24.0,,-27.9,,-26.0,,44.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-11,2023,1,11,,-14.8,,-24.2,,-19.5,,37.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-12,2023,1,12,,-13.6,,-18.1,,-15.8,,33.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-13,2023,1,13,,-16.3,,-24.7,,-20.5,,38.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-14,2023,1,14,,-23.0,,-27.1,,-25.0,,43.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-15,2023,1,15,,-24.2,,-31.1,,-27.6,,45.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-16,2023,1,16,,-29.5,,-32.3,,-30.9,,48.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-17,2023,1,17,,-25.3,,-30.8,,-28.1,,46.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-18,2023,1,18,,-22.2,,-28.7,,-25.4,,43.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-19,2023,1,19,,-20.1,,-25.5,,-22.8,,40.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-20,2023,1,20,,-24.6,,-30.5,,-27.5,,45.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-21,2023,1,21,,-19.5,,-29.6,,-24.6,,42.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-22,2023,1,22,,-17.2,,-26.5,,-21.8,,39.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-23,2023,1,23,,-20.2,,-27.3,,-23.8,,41.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-24,2023,1,24,,-17.4,,-28.3,,-22.8,,40.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-25,2023,1,25,,-14.8,,-23.1,,-18.9,,36.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-26,2023,1,26,,-22.9,,-29.0,,-25.9,,43.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-27,2023,1,27,,-17.8,,-28.8,,-23.3,,41.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-28,2023,1,28,,-18.9,,-29.6,,-24.2,,42.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-29,2023,1,29,,-20.9,,-29.8,,-25.3,,43.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-30,2023,1,30,,-26.9,,-32.9,,-29.9,,47.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-01-31,2023,1,31,,-28.4,,-35.2,,-31.8,,49.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-01,2023,2,1,,-27.1,,-33.3,,-30.2,,48.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-02,2023,2,2,,-24.8,,-30.3,,-27.5,,45.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-03,2023,2,3,,-25.5,,-28.8,,-27.2,,45.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-04,2023,2,4,,-25.2,,-27.4,,-26.3,,44.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-05,2023,2,5,,-24.3,,-27.6,,-26.0,,44.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-06,2023,2,6,,-23.0,,-28.1,,-25.5,,43.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-07,2023,2,7,,-27.3,,-32.7,,-30.0,,48.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-08,2023,2,8,,-29.7,,-33.2,,-31.5,,49.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-09,2023,2,9,,-26.8,,-31.1,,-28.9,,46.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-10,2023,2,10,,-26.8,,-31.0,,-28.9,,46.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-11,2023,2,11,,-26.6,,-31.5,,-29.1,,47.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-12,2023,2,12,,-27.3,,-33.6,,-30.5,,48.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-13,2023,2,13,,-27.7,,-33.8,,-30.7,,48.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-14,2023,2,14,,-26.7,,-34.1,,-30.4,,48.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-15,2023,2,15,,-20.6,,-27.9,,-24.3,,42.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-16,2023,2,16,,-25.1,,-29.0,,-27.0,,45.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-17,2023,2,17,,-22.0,,-28.4,,-25.2,,43.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-18,2023,2,18,,-21.6,,-26.5,,-24.0,,42.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-19,2023,2,19,,-25.3,,-32.0,,-28.6,,46.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-20,2023,2,20,,-25.6,,-33.2,,-29.4,,47.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-21,2023,2,21,,-23.1,,-30.3,,-26.7,,44.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-22,2023,2,22,,-26.3,,-30.6,,-28.5,,46.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-23,2023,2,23,,-23.1,,-30.2,,-26.7,,44.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-24,2023,2,24,,-23.7,,-26.1,,-24.9,,42.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-25,2023,2,25,,-24.2,,-28.6,,-26.4,,44.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-26,2023,2,26,,-27.7,,-32.5,,-30.1,,48.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-27,2023,2,27,,-22.1,,-32.3,,-27.2,,45.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-02-28,2023,2,28,,-20.4,,-25.4,,-22.9,,40.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-01,2023,3,1,,-21.1,,-25.8,,-23.5,,41.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-02,2023,3,2,,-15.7,,-28.2,,-21.9,,39.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-03,2023,3,3,,-8.1,,-18.3,,-13.2,,31.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-04,2023,3,4,,-2.6,,-9.8,,-6.2,,24.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-05,2023,3,5,,-0.3,,-7.7,,-4.0,,22.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-17,2023,3,17,,-17.8,,-24.1,,-20.9,,38.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-18,2023,3,18,,-22.3,,-25.8,,-24.1,,42.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-19,2023,3,19,,-20.3,,-24.3,,-22.3,,40.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-20,2023,3,20,,-17.9,,-21.5,,-19.7,,37.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-21,2023,3,21,,-15.2,,-21.7,,-18.5,,36.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-22,2023,3,22,,-17.8,,-21.1,,-19.4,,37.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-23,2023,3,23,,-20.4,,-25.4,,-22.9,,40.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-24,2023,3,24,,-20.0,,-24.3,,-22.2,,40.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-25,2023,3,25,,-19.5,,-22.6,,-21.0,,39.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-26,2023,3,26,,-14.9,,-22.4,,-18.7,,36.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-27,2023,3,27,,-15.1,,-18.5,,-16.8,,34.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-28,2023,3,28,,-11.7,,-18.0,,-14.9,,32.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-29,2023,3,29,,-11.5,,-16.8,,-14.1,,32.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-30,2023,3,30,,-16.0,,-20.2,,-18.1,,36.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-03-31,2023,3,31,,-17.8,,-21.8,,-19.8,,37.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-04-01,2023,4,1,,-18.2,,-21.8,,-20.0,,38.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-04-02,2023,4,2,,-18.6,,-23.0,,-20.8,,38.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-04-03,2023,4,3,,-17.6,,-23.6,,-20.6,,38.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-04-04,2023,4,4,,-14.5,,-23.3,,-18.9,,36.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-04-05,2023,4,5,,-16.5,,-21.5,,-19.0,,37.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-04-06,2023,4,6,,-16.5,,-21.9,,-19.2,,37.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-04-07,2023,4,7,,-18.8,,-23.5,,-21.2,,39.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2023-04-08,2023,4,8,,-19.5,,-23.2,,-21.4,,39.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-01,2022,1,1,,-12.6,,-17.8,,-15.2,,33.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-02,2022,1,2,,-9.4,,-18.0,,-13.7,,31.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-03,2022,1,3,,-11.3,,-17.2,,-14.2,,32.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-04,2022,1,4,,-12.1,,-17.5,,-14.8,,32.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-05,2022,1,5,,-16.6,,-20.2,,-18.4,,36.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-06,2022,1,6,,-19.1,,-20.6,,-19.9,,37.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-07,2022,1,7,,-19.6,,-21.8,,-20.7,,38.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-08,2022,1,8,,-21.6,,-25.3,,-23.5,,41.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-09,2022,1,9,,-21.4,,-25.1,,-23.3,,41.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-10,2022,1,10,,-21.9,,-25.3,,-23.6,,41.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-11,2022,1,11,,-20.8,,-23.2,,-22.0,,40.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-12,2022,1,12,,-21.8,,-26.1,,-24.0,,42.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-13,2022,1,13,,-18.2,,-24.7,,-21.5,,39.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-14,2022,1,14,,-17.5,,-21.6,,-19.5,,37.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-15,2022,1,15,,-18.4,,-21.3,,-19.9,,37.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-16,2022,1,16,,-18.7,,-26.0,,-22.3,,40.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-17,2022,1,17,,-18.5,,-22.9,,-20.7,,38.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-18,2022,1,18,,-14.5,,-20.2,,-17.3,,35.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-19,2022,1,19,,-12.1,,-19.0,,-15.6,,33.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-20,2022,1,20,,-17.9,,-23.6,,-20.7,,38.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-21,2022,1,21,,-22.6,,-25.0,,-23.8,,41.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-22,2022,1,22,,-22.4,,-27.1,,-24.8,,42.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-23,2022,1,23,,-20.3,,-23.7,,-22.0,,40.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-24,2022,1,24,,-14.2,,-22.7,,-18.5,,36.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-25,2022,1,25,,-17.9,,-26.6,,-22.2,,40.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-26,2022,1,26,,-21.9,,-33.7,,-27.8,,45.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-27,2022,1,27,,-24.2,,-34.0,,-29.1,,47.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-28,2022,1,28,,-21.9,,-27.5,,-24.7,,42.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-29,2022,1,29,,-26.1,,-29.4,,-27.8,,45.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-30,2022,1,30,,-22.2,,-28.6,,-25.4,,43.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-01-31,2022,1,31,,-25.4,,-28.7,,-27.0,,45.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-01,2022,2,1,,-24.8,,-28.5,,-26.7,,44.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-02,2022,2,2,,-13.6,,-28.4,,-21.0,,39.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-03,2022,2,3,,-13.5,,-25.9,,-19.7,,37.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-04,2022,2,4,,-23.4,,-27.2,,-25.3,,43.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-05,2022,2,5,,-25.8,,-32.7,,-29.3,,47.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-06,2022,2,6,,-32.5,,-35.0,,-33.7,,51.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-07,2022,2,7,,-25.8,,-34.4,,-30.1,,48.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-08,2022,2,8,,-22.4,,-27.7,,-25.0,,43.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-09,2022,2,9,,-22.5,,-29.1,,-25.8,,43.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-10,2022,2,10,,-26.2,,-29.6,,-27.9,,45.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-11,2022,2,11,,-19.4,,-26.8,,-23.1,,41.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-12,2022,2,12,,-22.6,,-31.7,,-27.2,,45.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-13,2022,2,13,,-28.6,,-31.5,,-30.1,,48.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-14,2022,2,14,,-25.4,,-32.1,,-28.7,,46.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-15,2022,2,15,,-28.6,,-32.4,,-30.5,,48.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-16,2022,2,16,,-26.4,,-29.9,,-28.2,,46.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-17,2022,2,17,,-25.9,,-31.2,,-28.6,,46.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-18,2022,2,18,,-25.7,,-31.7,,-28.7,,46.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-19,2022,2,19,,-25.7,,-28.2,,-27.0,,45.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-02-20,2022,2,20,,-21.3,,-28.5,,-24.9,,42.9,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-02-21,2022,2,21,,-24.5,,-29.0,,-26.7,,44.7,,0.0,,,,,,,,,,34.0,,37.0,
-61.38,66.65,CAPE DYER,2400650,2022-02-22,2022,2,22,,-24.8,,-29.3,,-27.0,,45.0,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-02-23,2022,2,23,,-25.2,,-29.1,,-27.1,,45.1,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-02-24,2022,2,24,,-27.1,,-29.5,,-28.3,,46.3,,0.0,,,,,,,,,,34.0,,33.0,
-61.38,66.65,CAPE DYER,2400650,2022-02-25,2022,2,25,,-21.9,,-30.4,,-26.2,,44.2,,0.0,,,,,,,,,,31.0,,50.0,
-61.38,66.65,CAPE DYER,2400650,2022-02-26,2022,2,26,,-20.5,,-23.8,,-22.1,,40.1,,0.0,,,,,,,,,,31.0,,42.0,
-61.38,66.65,CAPE DYER,2400650,2022-02-27,2022,2,27,,-21.0,,-25.3,,-23.1,,41.1,,0.0,,,,,,,,,,1.0,,46.0,
-61.38,66.65,CAPE DYER,2400650,2022-02-28,2022,2,28,,-14.8,,-25.2,,-20.0,,38.0,,0.0,,,,,,,,,,1.0,,48.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-01,2022,3,1,,-12.5,,-20.5,,-16.5,,34.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-03-02,2022,3,2,,-12.0,,-18.0,,-15.0,,33.0,,0.0,,,,,,,,,,34.0,,85.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-03,2022,3,3,,-16.6,,-22.2,,-19.4,,37.4,,0.0,,,,,,,,,,21.0,,44.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-04,2022,3,4,,-17.0,,-21.3,,-19.2,,37.2,,0.0,,,,,,,,,,35.0,,59.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-05,2022,3,5,,-11.3,,-18.7,,-15.0,,33.0,,0.0,,,,,,,,,,33.0,,104.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-06,2022,3,6,,-12.5,,-16.1,,-14.3,,32.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-03-07,2022,3,7,,-15.6,,-22.2,,-18.9,,36.9,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-08,2022,3,8,,-21.3,,-24.2,,-22.7,,40.7,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-09,2022,3,9,,-21.1,,-24.0,,-22.6,,40.6,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-10,2022,3,10,,-22.3,,-24.3,,-23.3,,41.3,,0.0,,,,,,,,,,20.0,,37.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-11,2022,3,11,,-23.1,,-28.1,,-25.6,,43.6,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-12,2022,3,12,,-25.6,,-28.1,,-26.8,,44.8,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-13,2022,3,13,,-26.2,,-29.0,,-27.6,,45.6,,0.0,,,,,,,,,,35.0,,67.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-14,2022,3,14,,-25.3,,-30.0,,-27.7,,45.7,,0.0,,,,,,,,,,31.0,,50.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-15,2022,3,15,,-25.8,,-30.1,,-27.9,,45.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-03-16,2022,3,16,,-27.4,,-30.1,,-28.7,,46.7,,0.0,,,,,,,,,,21.0,,54.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-17,2022,3,17,,-24.9,,-27.9,,-26.4,,44.4,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-18,2022,3,18,,-24.1,,-27.9,,-26.0,,44.0,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-19,2022,3,19,,-21.7,,-26.1,,-23.9,,41.9,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-20,2022,3,20,,-24.1,,-25.7,,-24.9,,42.9,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-21,2022,3,21,,-19.6,,-25.2,,-22.4,,40.4,,0.0,,,,,,,,,,20.0,,35.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-22,2022,3,22,,-18.3,,-24.7,,-21.5,,39.5,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-23,2022,3,23,,-14.0,,-20.9,,-17.4,,35.4,,0.0,,,,,,,,,,21.0,,41.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-24,2022,3,24,,-14.0,,-20.0,,-17.0,,35.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-03-25,2022,3,25,,-16.5,,-18.6,,-17.6,,35.6,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-26,2022,3,26,,-8.1,,-18.4,,-13.2,,31.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-03-27,2022,3,27,,4.1,,-9.3,,-2.6,,20.6,,0.0,,,,,,,,,,1.0,,50.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-28,2022,3,28,,-8.9,,-15.4,,-12.2,,30.2,,0.0,,,,,,,,,,1.0,,42.0,
-61.38,66.65,CAPE DYER,2400650,2022-03-29,2022,3,29,,-6.1,,-16.7,,-11.4,,29.4,,0.0,,,,,,,,,,,,,
